title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
"Dana Carvey: Straight White Male, 60",(2016 TV Special),TV-MA,64 min,Comedy,6.5,"Emmy-winning comedy legend Dana Carvey returns to the stage with a routine that blends pitch-perfect impressions of big personalities with so-true-it-hurts stories about being a dad of millennials, the joys of aging, and pharmaceuticals.","['Marcus Raboy', '| ', '    Stars:', 'Dana Carvey, ', 'Dex Carvey, ', 'Thomas Carvey']","1,544",United States,s5725,Marcus Raboy,Movie
Seeing Allred,(2018),TV-14,96 min,"Documentary, Biography",7.2,Women's rights attorney Gloria Allred takes on the biggest names in American culture as coverage of sexual assault allegations in the media become more prevalent.,"['Roberta Grossman, ', 'Sophie Sartain', '| ', '    Stars:', 'Gloria Allred, ', 'Lisa Bloom, ', 'Hillary Clinton, ', 'Bill Cosby']","1,389",United States,s5042,"Roberta Grossman, Sophie Sartain",Movie
Strike a Pose,(2016),TV-MA,83 min,"Documentary, Music",7.2,What does it take to express yourself? The surprising and moving story of Madonna's most famous troupe of dancers.,"['Ester Gould, ', 'Reijer Zwaan', '| ', '    Stars:', 'Madonna, ', 'Luis Camacho, ', 'Jose Guitierez, ', 'Kevin Alexander Stea']","1,757","Netherlands, Belgium",s8105,"Ester Gould, Reijer Zwaan",Movie
Let It Fall: Los Angeles 1982-1992,(2017),TV-MA,144 min,"Documentary, History",7.8,An in-depth look at the culture of Los Angeles in the ten years leading up to the 1992 uprising that erupted after the verdict of police officers cleared of beating Rodney King.,"['John Ridley', '| ', '    Stars:', 'Daryl Gates, ', 'Tom Bradley, ', ""Damian 'Football' Williams, "", 'Jung Lee']",797,United States,s5183,John Ridley,Movie
Trailer Park Boys: Live at the North Pole,(2014 TV Movie),TV-MA,88 min,Comedy,6.7,The Trailer Park Boys trick Ricky into going to Minneapolis by telling him it's in the North Pole. Once in Minneapolis the present a live Christmas themed show.,"['Mike Smith, ', 'John Paul Tremblay, ', 'Robb Wells, ', 'Jason Eisener', '| ', '    Stars:', 'John Paul Tremblay, ', 'Robb Wells, ', 'Mike Smith, ', 'John Dunsworth']","1,123",Canada,s5017,"Mike Smith, John Paul Tremblay, Robb Wells",Movie
Tim Allen: Men Are Pigs,(1990 TV Special),Not Rated,30 min,"Documentary, Comedy",6.1,"Tim Allen's first Showtime stand-up comedy special filmed in Kalamazoo, Michigan.","['Ellen Brown', '| ', '    Stars:', 'Tim Allen, ', 'Ken Calvert, ', 'John Schmidt']",364,United States,s4245,Ellen Brown,Movie
Iliza Shlesinger: Confirmed Kills,(2016 TV Special),TV-MA,77 min,Comedy,6.6,"Iliza Shlesinger performs in this standup talking about dating, feminism and some of the intricacies associated with being a woman in the 21st century.","['Bobcat Goldthwait', '| ', '    Star:', 'Iliza Shlesinger']","2,912",United States,s5785,Bobcat Goldthwait,Movie
Bombairiya,(2019),Not Rated,104 min,"Comedy, Crime, Drama",4.5,"It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen.","['Pia Sukanya', '| ', '    Stars:', 'Radhika Apte, ', 'Akshay Oberoi, ', 'Siddhant Kapoor, ', 'Ravi Kishan']",428,"United Arab Emirates, United Kingdom, India",s4003,Pia Sukanya,Movie
Enter the Anime,(2019),TV-MA,58 min,Documentary,2.6,"It is a documentary aimed at newcomers to anime, and follows anime newbie, Alex Burunova, as she dives into the mysterious world of the genre. The documentary features some of the biggest ...                See full summary »","['Alex Burunova', '| ', '    Stars:', 'Shinji Aramaki, ', 'Kôzô Morishita, ', 'Tania Nolan, ', 'Adi Shankar']","1,678","United States, Japan",s3624,Alex Burunova,Movie
Mercenary,(I) (2016),TV-MA,103 min,"Drama, Sport",6.5,"A young man of Wallisian origin in New Caledonia defies his father to go and play rugby in France. Living on his own on the other side of the world, he learns there is a price to pay to find success.","['Sacha Wolff', '| ', '    Stars:', 'Toki Pilioko, ', 'Iliana Zabeth, ', 'Mikaele Tuugahala, ', 'Laurent Pakihivatau']",745,France,s5692,Sacha Wolff,Movie
Vir Das: For India,(2020 TV Special),TV-MA,75 min,Comedy,7.7,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, Vir Das celebrates the history of India with his one-of-a-kind perspective.","['Ajay Bhuyan, ', 'Vir Das', '| ', '    Star:', 'Vir Das']","1,283",India,s2988,"Vir Das, Ajay Bhuyan",Movie
Silent,(I) (2014),TV-Y,3 min,"Animation, Short, Adventure",6.3,"Two street performers dream of bringing their 'Picture and Sound Show'to life. When they discover a magical contraption inside an old theatre, they embark on a cinematic adventure of sight ...                See full summary »","['Limbert Fabian, ', 'Brandon Oldenburg']",503,United States,s3778,"Limbert Fabian, Brandon Oldenburg",Movie
I'll Sleep When I'm Dead,(2016),TV-MA,79 min,Documentary,6.6,"I'll Sleep When I'm Dead, directed by Justin Krook, is a heart-pumping yet heart-wrenching documentary about one of the most eminent DJs working today: Steve Aoki. In the lead-up to Aoki's ...                See full summary »","['Justin Krook', '| ', '    Stars:', 'Devon Aoki, ', 'Benji Madden, ', 'Joel Madden, ', 'Travis Barker']","1,373",United States,s5811,Justin Krook,Movie
Beauties of the Night,(2016),TV-MA,92 min,Documentary,7.2,"An honest portrait of five women who go through the night looking for other possibilities of beauty while discovering the passing of time, lost youth, the mirage that is fame, and the chance for happiness.","['Maria Jose Cuevas', '| ', '    Stars:', 'Olga Breeskin, ', 'Lyn May, ', 'Rossy Mendoza, ', 'Wanda Seux']",575,Mexico,s5707,María Jose Cuevas,Movie
It Takes a Lunatic,(2019),TV-MA,126 min,"Documentary, Biography, Drama",6.6,"The life and career of acting teacher and co-founder/director of the American Place Theater, Wynn Handman.","['Billy Lyons, ', 'Kim Ferraro, ', 'Seth Isler', '| ', '    Stars:', 'Alec Baldwin, ', 'André Bishop, ', 'Michael Douglas, ', 'Richard Gere']",174,"United States, United Kingdom, Germany",s3375,Billy Lyons,Movie
Jenny Slate: Stage Fright,(2019 TV Special),TV-MA,66 min,"Comedy, Reality-TV",5.8,Jenny Slate's debut stand up-comedy special blends with home videos from her childhood and interviews of her with her family.,"['Gillian Robespierre', '| ', '    Star:', 'Jenny Slate']","1,310",United States,s3389,Gillian Robespierre,Movie
Rise: Ini Kalilah,(2018),TV-PG,100 min,Drama,5.0,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.","['Nik Amir Mustapha, ', 'M.S. Prem Nath, ', 'Teong Hin Saw', '| ', '    Stars:', 'Remy Ishak, ', 'Mira Filzah, ', 'Jack Tan, ', 'Sangeeta Krishnasamy']",46,Malaysia,s532,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Movie
Larry the Cable Guy: Remain Seated,(2020 TV Special),TV-14,67 min,Comedy,6.6,"Larry the Cable Guy is back to Git R Done. Remain Seated, his latest solo special, will show you why this Grammy nominated, multi-platinum recording artist, and Billboard award winner is at...                See full summary »","['Brian Volk-Weiss', '| ', '    Star:', 'Larry the Cable Guy']",272,United States,s1646,Brian Volk-Weiss,Movie
Tom Papa: You're Doing Great!,(2020 TV Special),TV-14,60 min,Comedy,7.2,"Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.","['Gregory Jacobs', '| ', '    Stars:', 'Paul C. Morrissey, ', 'Tom Papa']",876,United States,s2953,Gregory Jacobs,Movie
Pitaah,(2002),Not Rated,126 min,"Action, Drama",6.4,Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend...                See full summary »,"['Mahesh Manjrekar', '| ', '    Stars:', 'Sanjay Dutt, ', 'Nandita Das, ', 'Sachin Khedekar, ', 'Tanvi Hegde']",722,India,s7745,Mahesh Manjrekar,Movie
Jim Gaffigan: Mr. Universe,(2012 TV Special),Unrated,78 min,Comedy,7.7,"Jim Gaffigan does it again with his new stand-up Mr. Universe. Gaffigan jumps from topic to topic joking around with a varied number of topics. Some of the topics included are McDonalds, family, Disney World, and much more.","['Jay Karas', '| ', '    Star:', 'Jim Gaffigan']","3,550",United States,s5818,Jay Karas,Movie
Two Graves,(I) (2018),TV-MA,80 min,Thriller,4.3,"MARGARET POWERS, a middle aged, middle class doctor of pathology, seeks a path of vengeance when she captures and tortures the young man she believes murdered her son, but in a bid to ...                See full summary »","['Gary Young', '| ', '    Stars:', 'David Hayman, ', 'Josh Herdman, ', 'Kedar Williams-Stirling, ', 'Cathy Tyson']",388,United Kingdom,s8649,Gary Young,Movie
The Mars Generation,(2017),TV-PG,97 min,Documentary,6.5,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,"['Michael Barnett', '| ', '    Stars:', 'Elsa Shiju, ', 'Bob Behnken, ', 'Alayna Bidlack, ', 'Niko Blanks']","1,006",United States,s5497,Michael Barnett,Movie
Tig Notaro: Happy To Be Here,(2018 TV Special),TV-14,58 min,Comedy,6.6,Comedian Tig Notaro performs a stand-up set at the historic Heights Theater in Houston.,"['Tig Notaro', '| ', '    Stars:', 'Indigo Girls, ', 'Tig Notaro, ', 'Amy Ray, ', 'Emily Saliers']","1,379",United States,s4855,Tig Notaro,Movie
Los Tigres del Norte at Folsom Prison,(2019 TV Special),TV-PG,64 min,"Documentary, Music",7.0,The band Los Tigres del Norte visit both the male and female inmates of Folsom Prison. Inmates share their stories and how the music of Los Tigres del Norte speaks to them.,"['Tom Donahue', '| ', '    Star:', 'Los Tigres del Norte']",179,United States,s3514,Tom Donahue,Movie
Marc Maron: End Times Fun,(2020 TV Special),TV-MA,71 min,Comedy,6.8,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end times fantasy.","['Lynn Shelton', '| ', '    Star:', 'Marc Maron']","1,969",United States,s2830,Lynn Shelton,Movie
Growing Up Coy,(2016),TV-PG,83 min,Documentary,6.0,A Colorado family is thrust into the international media spotlight when they fight for the rights of their 6-year-old transgender daughter in a landmark civil rights case.,"['Eric Juhola', '| ', '    Stars:', 'Auri Mathis, ', 'Coy Mathis, ', 'Dakota Mathis, ', 'Jeremy Mathis']",392,United States,s6900,Eric Juhola,Movie
Savage Raghda,(2018),TV-MA,90 min,"Comedy, Family",5.3,"The film takes place in the context of a comedy about the young Ismail , who works in a beauty center, and accidentally discover that one of the directors of the search for a new face, ...                See full summary »","['Mahmoud Karim', '| ', '    Stars:', 'Adel Abdulnabi, ', 'Adel Abdulsalam, ', 'Ahmad Abu-Zaid, ', 'Ihab Abul-Dahab']",539,Egypt,s7948,Mahmoud Karim,Movie
Operações Especiais,(2015),TV-MA,99 min,"Action, Crime",6.3,A group of honest police is sent to a country town to solve the problem of high crime. Soon they solve the problem while newcomer Francis (Cléo Pires) must overcome their limits to prove ...                See full summary »,"['Tomas Portella', '| ', '    Stars:', 'Cleo, ', 'Fabrício Boliveira, ', 'Thiago Martins, ', 'Marcos Caruso']","1,672",Brazil,s5590,Tomas Portella,Movie
Dragons: Rescue Riders: Hunt for the Golden Dragon,(2020 TV Special),TV-Y,46 min,"Animation, Action, Adventure",5.1,"The Rescue Riders have been asked to find a precious golden dragon egg, and keep it safe from evil pirates.","['Greg Rankin, ', 'T.J. Sullivan', '| ', '    Stars:', 'Noah Kaye Bentley, ', 'Brennley Brown, ', 'Zach Callison, ', 'Nicolas Cantu']",158,United States,s2764,"TJ Sullivan, Greg Rankin",Movie
What Happened to Mr. Cha?,(2021),TV-14,102 min,"Comedy, Drama",4.3,"Cha In-Pyo was once a popular actor, but he is not anymore. He struggles to regain his popularity.","['Dong-kyu Kim', '| ', '    Stars:', 'In-Pyo Cha, ', 'Jae-Ryong Song']",362,South Korea,s1469,Kim Dong-kyu,Movie
Know Your Enemy - Japan,(1945),Not Rated,63 min,"Documentary, History, War",6.0,A comprehensive look at the war in the Pacific during World War II. Shot as a propaganda film by acclaimed Hollywood director Frank Capra,"['Frank Capra, ', 'Joris Ivens', '| ', '    Stars:', 'John Beal, ', 'Howard Duff, ', 'Walter Huston, ', 'Knox Manning']",800,United States,s7220,"Frank Capra, Joris Ivens",Movie
Ryan Hamilton: Happy Face,(2017 TV Special),TV-14,56 min,"Documentary, Comedy",7.3,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.","['Marcus Raboy', '| ', '    Star:', 'Ryan Hamilton']",946,United States,s5316,Marcus Raboy,Movie
The App That Stole Christmas,(2020),TV-PG,63 min,Comedy,3.6,"The App that Stole Christmas is a story about Felix Rhome, an inventor, who has created a super powerful App that eases the shopping craze during Christmas by the click of a button. His ...                See full summary »","['Monica Floyd', '| ', '    Stars:', 'Ray J, ', 'Jackie Long, ', 'J. Anthony Brown, ', 'Elise Neal']",733,United States,s1672,Monica Floyd,Movie
Revelations,(2016),NR,118 min,Drama,7.3,"This anatomy of a marriage explores complications, sexuality, and guilt.","['Vijay Jayapal', '| ', '    Stars:', 'Arpita Banerjee, ', 'Lakshmi Priyaa Chandramouli, ', 'Rohini Chatterjee, ', 'Chetan']",152,India,s7862,Vijay Jayapal,Movie
Brave Miss World,(2013),Not Rated,88 min,"Documentary, Biography, Drama",7.1,One woman's quest to turn personal tragedy into global awareness.,"['Cecilia Peck', '| ', '    Stars:', 'Linor Abargil, ', 'Aliza Abargil, ', 'Jackie Abargil, ', 'Alison Botha']",564,"United States, Israel, Italy, South Africa",s6372,Cecilia Peck,TV Show
The Reconquest,(2016),TV-MA,108 min,Drama,6.5,"Manuela and Olmo meet again in a future as they had promised fifteen years earlier as teenagers, when they lived their first love.","['Jonás Trueba', '| ', '    Stars:', 'Francesco Carril, ', 'Itsaso Arana, ', 'Candela Recio, ', 'Pablo Hoyos']",905,Spain,s5621,Jonás Trueba,Movie
Tiffany Haddish: Black Mitzvah,(2019 TV Special),TV-MA,55 min,Comedy,6.3,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.","['Linda Mendoza', '| ', '    Star:', 'Tiffany Haddish']",983,United States,s3187,Linda Mendoza,Movie
Being Napoleon,(2018),TV-MA,88 min,Documentary,5.4,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.","['Jesse Handsher, ', 'Olivier Roland']",136,United States,s4740,"Jesse Handsher, Olivier Roland",Movie
Nevenka: Breaking the Silence,(2021),TV-14,114 min,"Documentary, Crime",6.9,"The story of the first sexual harassment case in Spain was a scandal. Nevenka Fernández, its protagonist, discusses it in this documentary.",['Nevenka Fernández'],687,Spain,s1235,Maribel Sánchez-Maroto,TV Show
Rodney King,(2017 TV Special),TV-MA,52 min,"Comedy, Drama",5.9,Roger Guenveur Smith performs his one man show focusing on the life and times of Rodney King.,"['Spike Lee', '| ', '    Star:', 'Roger Guenveur Smith']",610,United States,s5512,Spike Lee,Movie
Chris D'Elia: Man on Fire,(2017 TV Special),TV-MA,65 min,Comedy,6.5,"Actor and comic Chris D'Elia delivers a hilarious take down of life's greatest pitfalls in his Netflix Original comedy special ""Chris D'Elia: Man on Fire.""","[""Bill D'Elia"", '| ', '    Star:', ""Chris D'Elia""]","1,738",United States,s5417,Bill D'Elia,Movie
Bill Hicks: Revelations,(1993 TV Special),Not Rated,57 min,"Documentary, Comedy",8.5,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","3,109",United Kingdom,s4233,Chris Bould,Movie
Sol Levante,(2020),TV-14,4 min,"Animation, Short, Action",4.7,A young warrior leaves in search of the sacred place which is said to grant wishes. Better not to stir the wrath of the ancient guardian spirits.,['Akira Saitou'],545,Japan,s2714,Akira Saitoh,Movie
Tee Shot: Ariya Jutanugarn,(2019 TV Movie),TV-14,103 min,"Biography, Drama, Sport",6.8,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world. (Source: Netflix) Ariya Jutanugarn is a Thai ...                See full summary »","['Tanawat Aiemjinda', '| ', '    Stars:', 'Marinda Halpin, ', 'Krissiri Sukhsvasti, ', 'Gigi Velicitat']",71,Thailand,s3201,Tanawat Aiemjinda,Movie
Room,(I) (2005),Not Rated,75 min,"Drama, Mystery",4.4,"An overworked, middle-aged Texas woman embezzles from her employer and abandons her family to seek out a mysterious room that has been appearing to her in visions during seizure-like attacks.","['Kyle Henry', '| ', '    Stars:', 'Cyndi Williams, ', 'Kenneth Wayne Bradley, ', 'Alex Kiester, ', 'Hannah Nicolas']",452,"Ireland, Canada, United Kingdom, United States",s7890,Lenny Abrahamson,Movie
